station_name,station_line,count,actual_average,predicted_average,mae,mape,signed_error_percent
清瀬,池袋線,8,39500000.0,34647570.649227686,4852429.350772314,11.806154044101582,-11.806154044101582
旗の台,大井町線,8,41500000.0,40089016.65329756,6157761.7469716165,13.654669675843206,-3.4001136652613204
野方,新宿線,8,36625000.0,37825346.4925918,3458657.80015475,14.08129706208018,2.0685264993999386
新大塚,4号線丸ノ内線,8,79325000.0,67239675.68902235,12429084.557672845,14.239601397471079,-10.242389226596746
泉岳寺,本線,8,93125000.0,85878152.23561637,14378049.184568837,14.960415949649592,-7.677539414644778
小作,青梅線,8,23625000.0,24863546.254397273,3175850.292005904,15.647390546162844,8.557506965789116
巣鴨,山手線,8,71125000.0,63878066.926708095,11676495.156528255,15.76962779657493,-9.556779811784416
牛込神楽坂,12号線大江戸線,8,105750000.0,91587736.71350335,20282644.801803328,16.265329847141473,-8.980921337814278
新高円寺,4号線丸ノ内線,8,29875000.0,26292657.502210855,5930488.917820595,17.007161725038106,-4.668353178067614
下丸子,東急多摩川線,8,62500000.0,56992726.05423066,8478247.513746433,17.429306666142946,-3.0900156643128787
氷川台,8号線有楽町線,8,72750000.0,63807969.53507276,11338977.29429441,17.50430314793063,-9.238969253561082
柴又,金町線,8,31375000.0,26205251.65343471,5933781.6228444725,17.729158645823915,-15.073167350242294
半蔵門,11号線半蔵門線,8,108375000.0,92803005.23236093,24154192.520930298,18.464742527560748,-5.655085830841904
六本木,2号線日比谷線,8,59125000.0,45979052.30167497,15007053.137139982,18.93891422116246,-15.04533324975198
西日暮里,9号線千代田線,8,63750000.0,58956040.664941214,12545452.044786137,19.395022667238905,-1.640554712942619
久我山,井の頭線,8,67250000.0,53974105.79672278,13550919.320499735,19.910402151370853,-18.714640772142527
代々木八幡,小田原線,8,101625000.0,89699431.21185474,18087912.660773784,19.931285656241766,-15.52961146150711
代官山,東横線,8,128750000.0,98778159.71114424,32665604.780935284,21.382841158079295,-18.389769500213152
千住大橋,本線,8,64625000.0,50359879.883029446,14265120.11697055,21.924870952737578,-21.924870952737578
西新井大師西,日暮里・舎人ライナー,8,29125000.0,27191356.860267937,5244595.506568841,22.38281821777216,0.5680376544793422
八幡山,京王線,8,45787500.0,40640466.54326935,10762554.2320224,23.823225758957065,-4.908603434165524
稲城,相模原線,8,46875000.0,40693723.35736269,9584125.513966244,24.67017401904066,-7.655929662395994
モノレール浜松町,東京モノレール羽田線,8,110750000.0,78730295.3128419,32019704.687158097,28.772927706052087,-28.772927706052087
戸越銀座,池上線,8,57000000.0,53695117.172055274,14290386.601306943,29.14473351672104,-0.006400146248145333
堀切菖蒲園,本線,8,28625000.0,30819408.573723856,6926426.6038771765,30.24523489519857,20.255211923572595
岩本町,10号線新宿線,7,68142857.14285715,62940047.24093197,6277616.323028252,10.13353817332497,-8.105601529734248
羽村,青梅線,7,19357142.85714286,17995401.031961042,1977215.212783541,11.98016185707131,-5.443194961126835
下高井戸,世田谷線,7,64285714.28571428,55388443.3088891,9608458.838406235,14.252565120003084,-8.325999606827725
新宿三丁目,4号線丸ノ内線,7,44142857.14285714,39495630.49312123,5142016.500807011,14.423738955848986,-11.12513994870832
長原,池上線,7,43714285.71428572,37919500.73201258,6971124.1285404805,15.287235810403248,-12.212815238712524
新宿,小田原線,7,105285714.28571428,84563252.3051317,20722461.980582587,15.36665642689457,-15.36665642689457
鬼子母神前,荒川線,7,80428571.42857143,69574603.66655722,11842376.821725678,15.476485420085016,-14.44689264955223
新井薬師前,新宿線,7,37785714.28571428,33773879.1644115,5204073.951689089,15.534149614825896,-13.241382633313767
沼袋,新宿線,7,47542857.14285714,39615340.13291641,8918510.573542777,15.640947602117581,-11.310075774741291
白山,6号線三田線,7,48714285.71428572,43134570.83548575,6214574.000406845,15.885854386244201,-14.616136143030435
新豊洲,東京臨海新交通臨海線,7,168571428.57142857,140501897.96951273,28069530.601915833,16.59423040154159,-16.59423040154159
麹町,8号線有楽町線,7,119571428.57142857,105055803.44232428,23270448.823322974,17.10699032946876,-13.166233303097963
梅ヶ丘,小田原線,7,70285714.28571428,60417549.13070549,9868165.155008793,17.88588014442931,-17.88588014442931
沼部,東急多摩川線,7,52142857.14285714,42189402.36584057,10546844.567842778,17.8985743600352,-14.931625405904194
有明,東京臨海新交通臨海線,7,130714285.71428572,106688241.70432064,24026044.00996507,18.104529356484157,-18.104529356484157
青物横丁,本線,7,79142857.14285715,64440319.79674157,14702537.34611557,18.34653466860056,-18.34653466860056
上野,東北線,7,104285714.28571428,83712292.71939763,20573421.566316657,18.908846112605865,-18.908846112605865
江古田,池袋線,7,29500000.0,27758905.470394243,4940266.914485736,19.664742003659512,-2.4870167443954805
東中神,青梅線,7,36285714.28571428,31489602.641516685,6719080.813266471,20.078168665597126,-8.195495469650469
神保町,11号線半蔵門線,7,127857142.85714285,99481257.2915425,31612549.456985924,21.456608506174273,-14.713558732454349
赤羽橋,12号線大江戸線,7,140571428.57142857,108892073.71777233,31679354.85365624,21.463635302062897,-21.463635302062897
京成曳舟,押上線,7,57142857.14285714,44408029.575930364,13775510.220446685,22.15956456032745,-18.15243741983179
井荻,新宿線,7,50285714.28571428,46183634.44834326,8906185.979854936,23.057218098291134,3.808534193969481
本駒込,7号線南北線,7,79857142.85714285,63555732.858813204,20400733.348863143,23.967995461529757,-15.427738481251664
平和島,本線,7,32714285.714285713,29785867.048088614,7245718.314411593,25.718965212884967,0.5243727232953057
多摩境,相模原線,6,40333333.333333336,37782861.83693001,3305632.925267707,7.593041483625012,-5.605774565560857
矢川,南武線,6,32833333.333333332,29766682.17993334,3066651.153399994,10.208306600738721,-10.208306600738721
大師前,大師線,6,24583333.333333332,21054825.785618898,3801934.1898602988,12.080939865354594,-8.743287033079348
等々力,大井町線,6,61000000.0,53202672.51190778,7797327.48809222,13.473621138588635,-13.473621138588635
蓮沼,池上線,6,44666666.666666664,39609654.082152165,6308760.368581061,13.887514040806325,-11.366833962019397
四ツ谷,4号線丸ノ内線,6,83500000.0,74499918.37254588,12764747.582438333,14.009555075698922,-4.540434691940673
東北沢,小田原線,6,68333333.33333333,65783508.26457387,6422562.656822662,14.12417369895814,-3.416283994327754
桜街道,多摩都市モノレール線,6,21500000.0,20956624.113039408,3194177.4132732325,16.137579684871824,0.994037466364787
お台場海浜公園,東京臨海新交通臨海線,6,108166666.66666667,90619278.45305304,17547388.21361362,16.217988192042785,-16.217988192042785
芝公園,6号線三田線,6,68833333.33333333,74432869.69123176,17443755.232371245,17.519271962977534,1.6834710289138515
北野,高尾線,6,26133333.333333332,24045904.74479543,3946601.5628487454,17.79002975203501,-7.461291005863656
練馬春日町,12号線大江戸線,6,65333333.333333336,53545124.89638907,11883161.15858528,17.87998562675429,-17.704147253345006
若林,世田谷線,6,90833333.33333333,72936100.50505474,17897232.82827859,19.075138143349314,-19.075138143349314
京成立石,押上線,6,47000000.0,38399016.2570438,8600983.742956199,19.102940083349985,-19.102940083349985
桜上水,京王線,6,76166666.66666667,58906745.36503305,17259921.30163361,19.63581801584497,-19.63581801584497
上井草,新宿線,6,45333333.333333336,44057831.139488086,7481273.495048753,20.154632019678097,5.042237708471514
練馬高野台,池袋線,6,36866666.666666664,29427322.265328,7822468.011716567,20.527016464735652,-19.866458515808233
西国立,南武線,6,37000000.0,34926300.18832635,6401925.093757051,20.734002272216724,6.621370139011521
青井,常磐新線,6,31666666.666666668,24634109.650435835,7032557.016230832,21.493277484310525,-21.493277484310525
荏原町,大井町線,6,55500000.0,47849924.18006816,11885249.247163182,22.511866358206845,-0.6129848449840706
西小山,目黒線,6,35166666.666666664,29584001.290532682,8052676.714267881,22.69472353369224,-3.8031716920017864
新高島平,6号線三田線,6,20583333.333333332,19691785.40911384,3904913.8635493866,22.821092159535194,2.5810293446003247
矢野口,南武線,6,27633333.333333332,23643990.53485249,5147152.366078096,25.385303026828286,-1.2642703685522232
銀座一丁目,8号線有楽町線,6,102000000.0,82440792.4431495,32822889.45739149,34.30503888077441,-20.819178295721333
東長崎,池袋線,6,26666666.666666668,26953866.57567747,4251510.326750912,39.82271245423887,19.501417291464634
東伏見,新宿線,5,38600000.0,38075870.74074384,1093592.8604743257,3.4489894375522825,0.054811415792269357
東青梅,青梅線,5,8100000.0,8346294.740650462,428134.5345580112,6.948696856932495,1.2662032973215571
谷在家,日暮里・舎人ライナー,5,38400000.0,35992444.27700426,2980118.110217194,7.249378034655744,-4.3219022753975285
松が谷,多摩都市モノレール線,5,27240000.0,26540065.63596952,2120730.6557984194,7.963687922973129,-0.0553987774524086
御徒町,東北線,5,35000000.0,32525240.19755702,3097448.826303757,8.117302799987172,-5.970099269432761
平和台,8号線有楽町線,5,48200000.0,47344264.24554084,4869748.67070497,9.498241132118215,1.1926151908476181
拝島,拝島線,5,23500000.0,21856401.26220666,2440140.9015599736,10.045240824150595,-4.734959732373052
西武立川,拝島線,5,23000000.0,20962670.73096888,2766318.584539193,10.064296679835099,-4.9849628072036944
椎名町,池袋線,5,42600000.0,37353765.10974693,5702390.595197755,11.311313191660915,-9.139143168114789
めじろ台,高尾線,5,18600000.0,18459544.223922305,2584998.9249235247,12.50639991586903,2.2186556512456903
六本木一丁目,7号線南北線,5,116400000.0,109938995.13215204,8572939.367500354,12.573119062990715,-6.539020492555352
青梅,青梅線,5,10300000.0,9379591.846679728,1507585.219824549,13.436513991547884,-6.096800660244428
北参道,13号線副都心線,5,130000000.0,111976652.8180815,18023347.18191851,13.508214469860956,-13.508214469860956
久が原,池上線,5,73000000.0,65487119.24658302,10809003.816061374,13.669841221424155,-6.900826977305781
千鳥町,池上線,5,59200000.0,52458043.279431775,6741956.720568229,13.696605695569346,-13.696605695569346
西ヶ原,7号線南北線,5,64800000.0,59432786.981728554,9247359.986207236,14.442361605656165,-8.818960202850665
代田橋,京王線,5,25900000.0,24349173.447659127,4281780.469154539,14.516063560519157,-6.186752617163239
小田急永山,多摩線,5,34880000.0,29751644.525756538,6065513.313251902,15.018142748189959,-9.811710309254197
尾久,東北線,5,45200000.0,44942647.601752,7383737.059055408,16.519216691990426,2.88353071026911
九段下,5号線東西線,5,94000000.0,79390378.25378652,16552293.00807194,16.782179110810187,-14.83950784895173
稲荷町,3号線銀座線,5,59600000.0,48851424.3182115,10748575.681788499,16.904130189775785,-16.904130189775785
高幡不動,京王線,5,23800000.0,19242230.128005177,4557769.871994823,17.047771753552468,-17.047771753552468
西早稲田,13号線副都心線,5,89600000.0,71786553.36939725,17813446.63060274,18.729925233714763,-18.729925233714763
京成小岩,本線,5,32200000.0,27454606.901025243,5929044.391566841,20.019583236069156,-11.56493114612572
淡路町,4号線丸ノ内線,5,130800000.0,101952556.59398027,28847443.40601973,20.501446825139816,-20.501446825139816
永福町,井の頭線,5,67400000.0,52426137.76330454,14973862.236695463,21.223899541992786,-21.223899541992786
とうきょうスカイツリー,伊勢崎線,5,40800000.0,32756660.95790136,8793163.741521725,22.4723183211174,-19.06402423283064
京成高砂,金町線,5,41180000.0,34821520.11545088,8102925.592222335,22.962910060398077,-5.342246346527206
阿佐ヶ谷,中央線,5,105200000.0,68193860.8780386,37169842.24169971,23.829909760074635,-22.66060176194388
三河島,常磐線,5,61600000.0,44361966.586659856,17892174.52943667,24.721111910401056,-21.086994598753673
高尾,高尾線,5,25600000.0,23060508.151231546,6362556.465223674,24.923100072782354,-6.092034400004077
下井草,新宿線,5,28260000.0,27778780.75322008,3294144.8796155676,25.171779810915787,17.13107230036051
外苑前,3号線銀座線,4,130750000.0,122947956.75922997,7802043.240770023,5.0113676358611645,-5.0113676358611645
緑が丘,大井町線,4,48000000.0,45839294.380642675,2990094.751874512,6.047860467024722,-4.222981281758854
日野,中央線,4,30850000.0,29352708.94009319,2158387.1340328,6.075224379030624,-1.8242151786487686
仲御徒町,2号線日比谷線,4,36250000.0,33822534.21369357,2814573.3943782626,8.797843330933643,-6.647245508312375
下板橋,東上本線,4,51750000.0,46119147.63190046,5988308.8977250485,9.159502361670235,-8.347101157975896
日の出,東京臨海新交通臨海線,4,117500000.0,108172189.96679516,11040213.544707391,9.326877409758891,-7.899874483506768
三鷹台,井の頭線,4,70000000.0,61939070.4096989,8364495.602086546,10.240636093075924,-9.77361145955985
青山一丁目,12号線大江戸線,4,134750000.0,131859643.64766784,5341784.764452195,11.803082468672523,-4.329563154773045
西武柳沢,新宿線,4,37500000.0,34104687.347252965,4538169.939199711,12.259376693607058,-8.318489498942661
北品川,本線,4,82750000.0,74204420.17962699,9992357.060565164,12.413422931629697,-11.207775231469569
中央大学・明星大学,多摩都市モノレール線,4,25000000.0,23758206.901529744,3589985.0130037908,14.09167566121737,-2.0550758426158993
東大前,7号線南北線,4,54000000.0,45045882.85006369,8954117.149936311,14.160902065162766,-14.160902065162766
新百合ヶ丘,小田原線,4,17200000.0,18592658.873219974,2394388.428392656,14.22799628574894,10.888897768506673
大門,12号線大江戸線,4,57750000.0,69405357.48391654,12990912.58446668,14.728049185893163,9.697480825443005
東小金井,中央線,4,45000000.0,42998301.997574195,7062097.20906014,15.720762043109158,2.1433967856874574
馬喰町,総武線,4,81000000.0,78202774.40202035,13319202.13727159,16.373696203704718,-5.636985449325188
信濃町,中央線,4,140250000.0,112621247.24821046,27628752.75178954,17.070217205968746,-17.070217205968746
扇大橋,日暮里・舎人ライナー,4,32500000.0,27195367.975729335,5773187.444273031,17.090698831799607,-14.74792173178778
布田,京王線,4,33500000.0,30719657.30747824,6877170.321252378,19.051470669419142,-5.395378573650405
新柴又,北総線,4,29000000.0,25156192.45752502,4839765.870659627,19.579628904473278,-17.208299551652694
京王よみうりランド,相模原線,4,42500000.0,33616415.20206232,8883584.79793768,20.193968032556924,-20.193968032556924
小田急多摩センター,多摩線,4,33500000.0,29735360.43375003,6112260.929756999,20.372455919899725,0.5502058394547531
西府,南武線,4,37000000.0,35696753.193603896,5034471.757560848,20.932952665898135,8.990948483200276
大岡山,目黒線,4,49750000.0,39193507.71604315,11149271.361051783,21.298473608028075,-17.346613094061823
西大井,東海道線,4,46250000.0,37545749.15605391,8704250.843946092,21.478714234008343,-21.478714234008343
中延,大井町線,4,80250000.0,60924687.50496701,19325312.49503299,23.22800962102867,-23.22800962102867
稲城長沼,南武線,4,26500000.0,20889933.52121455,5610066.4787854515,24.039000576010622,-24.039000576010622
中野新橋,4号線丸ノ内線分岐線,4,67750000.0,52664154.50379461,15085845.496205388,26.151568176170116,-26.151568176170116
富士見ヶ丘,井の頭線,4,64750000.0,63876405.06374806,13484920.906561336,28.41805525336398,8.674079953428372
武蔵砂川,拝島線,4,16975000.0,19096834.362345997,4333912.217094637,28.87906270886355,19.662071647410883
洗足,目黒線,4,50250000.0,35069696.241527215,15180303.75847279,30.809956111712253,-30.809956111712253
八王子みなみ野,横浜線,4,31750000.0,33063751.618713945,8215591.353085062,30.940230509748588,14.767997310201228
多摩川,東横線,4,79750000.0,65015724.67415962,27128853.04072451,30.98771139216587,-16.741070340574915
小台,荒川線,4,37500000.0,35177851.1800267,10805763.408364698,41.64857488210995,14.908855707166055
是政,多摩川線,3,25333333.333333332,25440243.57841151,1071013.53439075,5.903300882112902,-2.1308931954919
千川,8号線有楽町線,3,77000000.0,77436817.76920402,4653863.711196822,6.191916109743705,0.16756476403969853
西高島平,6号線三田線,3,20166666.666666668,18838494.59491929,1328172.0717473777,6.202970179064934,-6.202970179064934
成瀬,横浜線,3,38666666.666666664,36803009.919713534,1892974.7384687003,7.066118017899186,-7.007482034868052
東村山,国分寺線,3,21300000.0,22825049.371742874,2348633.612314623,10.982232337853276,4.51249959837671
芝浦ふ頭,東京臨海新交通臨海線,3,48166666.666666664,52178163.207398005,4011496.5407313383,11.204778416611767,11.204778416611767
御嶽山,池上線,3,50666666.666666664,45557610.3912733,5999756.14324873,11.259806352866663,-5.692932178770647
明大前,井の頭線,3,100000000.0,86819328.05868901,13882717.700039228,11.429347375793206,-10.426424863324298
洗足池,池上線,3,38333333.333333336,33484991.905791152,6234618.391449255,11.982420257278273,-1.3705433800608027
九品仏,大井町線,3,86333333.33333333,73395360.30938171,12937973.023951633,12.354423361217892,-12.354423361217892
中井,新宿線,3,54000000.0,48252227.60680211,8343318.913939235,12.682467174893409,-4.817174687798399
玉川上水,拝島線,3,45000000.0,39055331.89999715,5944668.100002848,12.797371937709942,-12.797371937709942
越中島,京葉線,3,79666666.66666667,67286879.00708616,12379787.659580514,12.852821771197966,-12.852821771197966
池ノ上,井の頭線,3,186333333.33333334,140178400.8354463,46154932.49788704,12.958214051492995,-12.958214051492995
国会議事堂前,9号線千代田線,3,179666666.66666666,149618911.5382316,30713727.486256376,13.08808945959643,-9.582971786852651
熊野前,日暮里・舎人ライナー,3,46333333.333333336,43508894.9269903,5443745.707349206,13.803101799226276,-0.0172738991937873
葛西臨海公園,京葉線,3,44000000.0,40265707.33479338,6246677.329039189,13.949582749778534,-6.771340853114048
原宿,山手線,3,62333333.333333336,65426098.899345316,7900709.565631871,14.394114774670827,8.737710069235673
鐘ヶ淵,伊勢崎線,3,42000000.0,36182250.971264035,6831559.446089973,15.050161669859046,-12.068366324700202
荏原中延,池上線,3,83666666.66666667,67795403.40094064,15871263.265726032,15.136718344996796,-15.136718344996796
唐木田,多摩線,3,23666666.666666668,27118927.065446805,3452260.3987801387,15.27194849933141,15.27194849933141
世田谷,世田谷線,3,50333333.333333336,44487002.52003525,8443654.31139579,15.313521871508437,-2.945314737709817
小平,新宿線,3,29666666.666666668,28944231.88379228,4342949.687950092,15.391902953275368,-0.9480469526100457
篠崎,10号線新宿線,3,28900000.0,25203849.108284954,4434605.483621015,15.41501589283358,-4.393305565878774
小川,国分寺線,3,38666666.666666664,35827549.54783815,6162230.842516623,15.569992409555061,-6.824956294586348
牛田,伊勢崎線,3,38666666.666666664,32739274.439480424,6646882.334459589,15.93415420028056,-13.453153830372472
京急蒲田,本線,3,62000000.0,50295924.52736196,12300625.539204488,16.46991214487638,-11.04672972154504
東銀座,2号線日比谷線,3,99000000.0,84322309.83802576,14677690.16197423,16.47900258131197,-16.47900258131197
田園調布,東横線,3,32000000.0,23551465.35370471,8448534.646295289,16.617790509315057,-16.617790509315057
恋ヶ窪,国分寺線,3,35666666.666666664,35803921.320937745,6758497.685211706,16.920150382338125,2.832399252677219
駒場東大前,井の頭線,3,91666666.66666667,75497841.9373555,17862971.96003459,17.61018845903753,-14.080715061697083
水道橋,6号線三田線,3,66666666.666666664,54823098.605220884,11843568.06144578,17.695432420751025,-17.695432420751025
都立家政,新宿線,3,24000000.0,19366107.448360074,4633892.551639926,18.4481210762026,-18.4481210762026
赤羽岩淵,7号線南北線,3,69666666.66666667,54596074.38904799,15070592.277618675,19.90953726538861,-19.90953726538861
新三河島,本線,3,74333333.33333333,60002932.20794799,14330401.125385344,20.026895891013883,-20.026895891013883
新宿西口,12号線大江戸線,3,65333333.333333336,49813590.2394745,15519743.093858832,20.810866021770142,-20.810866021770142
赤土小学校前,日暮里・舎人ライナー,3,60000000.0,45743348.09762931,14256651.902370686,21.155653331870813,-21.155653331870813
新日本橋,総武線,3,140000000.0,106819341.37315543,33180658.62684457,21.20156709835987,-21.20156709835987
新代田,井の頭線,3,29666666.666666668,22932796.01181097,6733870.654855698,22.154617596620493,-22.154617596620493
汐留,東京臨海新交通臨海線,3,256666666.66666666,199451518.72275993,57215147.94390675,26.155971724099363,-26.155971724099363
石川台,池上線,3,47666666.666666664,34797521.9349149,12869144.731751764,26.23818805379294,-26.23818805379294
明治神宮前,9号線千代田線,3,171000000.0,116008756.41383024,54991243.58616975,35.76072380765703,-35.76072380765703
北千束,大井町線,3,74333333.33333333,47599814.25335481,26733519.07997853,36.01455991855229,-36.01455991855229
西永福,井の頭線,3,93666666.66666667,97085225.35867889,29460659.73499758,36.69210305759193,18.090602312602396
日本橋,5号線東西線,3,86000000.0,47980589.3957765,38019410.6042235,39.544362824444626,-39.544362824444626
東松原,井の頭線,2,69350000.0,69525065.55956106,634459.2087263996,2.951549066118231,-2.3288377058971044
北八王子,八高線,2,25500000.0,25749874.017412215,821008.5663618259,3.288661954991494,1.173348810733678
秋津,池袋線,2,32500000.0,31435966.9094028,1064033.0905972011,3.3906316612779714,-3.3906316612779714
東あずま,亀戸線,2,30000000.0,30060818.799283765,1773273.6370705348,6.045041727508252,-0.8047776236388189
末広町,3号線銀座線,2,155000000.0,144560933.41120106,10439066.58879894,6.299454004095531,-6.299454004095531
足立小台,日暮里・舎人ライナー,2,36000000.0,33218733.62935394,2781266.3706460595,6.353892157241314,-6.353892157241314
南多摩,南武線,2,31000000.0,32896829.617123384,2000000.0,6.8749905155952735,6.5623529917267405
東尾久三丁目,荒川線,2,58000000.0,52934229.780797794,5065770.219202206,8.037871444993117,-8.037871444993117
見沼代親水公園,日暮里・舎人ライナー,2,20000000.0,20794131.96554303,1448275.6500985492,8.78297942124964,6.166404683027578
南平,京王線,2,27000000.0,24198875.10501434,2801124.894985659,10.374536648095035,-10.374536648095035
橋本,相模原線,2,44500000.0,39375445.60946311,5124554.390536886,11.591965512088109,-11.591965512088109
府中本町,南武線,2,33000000.0,27006035.63089233,6354927.745072613,13.16308963933386,-10.584779811012835
虎ノ門ヒルズ,2号線日比谷線,2,65000000.0,55414170.64876495,10000000.0,13.433738339094532,-12.680700795885528
つくし野,田園都市線,2,28000000.0,24545617.731867258,3454382.2681327434,13.782573619365875,-13.782573619365875
多磨霊園,京王線,2,47000000.0,39730509.34341839,7269490.656581614,15.300889680329577,-15.300889680329577
分倍河原,南武線,2,55500000.0,48151841.44496429,10130416.6386851,15.877694229930496,-9.091698903956376
亀戸水神,亀戸線,2,36000000.0,30707054.629913785,5292945.370086214,15.947068663460485,-15.947068663460485
鮫洲,本線,2,29000000.0,23851699.894546036,5148300.105453964,16.101823019090467,-16.101823019090467
昭和島,東京モノレール羽田線,2,42000000.0,35836814.95826392,6163185.041736083,16.951963076343507,-16.951963076343507
国際展示場,臨海副都心線,2,195000000.0,156924108.79397646,38075891.206023544,17.441551792161505,-17.441551792161505
小菅,伊勢崎線,2,13900000.0,11338897.714102263,3085040.533320157,17.47393555716281,-10.756778538926662
小川町,10号線新宿線,2,45000000.0,36260048.83629817,8739951.163701834,17.952848488910796,-17.952848488910796
三ノ輪橋,荒川線,2,20500000.0,16622947.332877707,3877052.6671222923,18.36248686451901,-18.36248686451901
谷塚,伊勢崎線,2,30500000.0,24878650.742832668,5621349.257167334,18.979943712835116,-18.979943712835116
梅屋敷,本線,2,60500000.0,48241899.22909053,12258100.770909473,19.248729185993653,-19.248729185993653
和泉多摩川,小田原線,2,50500000.0,40350509.57208896,10149490.427911047,19.286898701103475,-19.286898701103475
大手町,11号線半蔵門線,2,76500000.0,61263383.03591664,15236616.964083362,19.801161734731558,-19.801161734731558
新橋,東京臨海新交通臨海線,2,165000000.0,159710088.41054523,33331223.51640211,20.87938832809875,2.488371611024048
豊島園,豊島線,2,45000000.0,42775788.662390396,7813692.353284273,21.143633746968007,6.80377133140532
萩山,多摩湖線,2,34000000.0,29708658.6076621,7936813.965310965,22.35446806035182,-2.101842654945907
多磨,多摩川線,2,31500000.0,38717729.42794984,7217729.427949838,22.757561281919862,22.757561281919862
八坂,多摩湖線,2,30000000.0,23328596.055356693,6671403.9446433075,24.2575909252094,-24.2575909252094
万願寺,多摩都市モノレール線,2,31500000.0,33193693.01110374,7970111.7555387765,25.013325995980445,2.5975447658553215
御茶ノ水,総武線,2,57500000.0,39276232.10782622,18223767.892173786,26.133621948750843,-26.133621948750843
松陰神社前,世田谷線,2,145000000.0,101704142.01083395,43295857.98916606,26.491242066063602,-26.491242066063602
高島平,6号線三田線,2,11950000.0,13933018.27197662,1983018.2719766195,27.138182328431576,27.138182328431576
牛浜,青梅線,2,5300000.0,6526427.020302933,1691449.3030679936,27.91790219646422,16.29234512733769
下北沢,井の頭線,2,86000000.0,63636135.02972059,22363864.97027941,28.347667928052765,-28.347667928052765
京成関屋,本線,2,58500000.0,47092259.57376676,20579744.31449923,34.349075417258874,-1.5919186734517652
神田,中央線,2,94500000.0,85845451.34032404,36866755.28810404,45.045574500154174,12.53035739459703
山田,高尾線,2,6850000.0,11323659.376565456,4473659.376565456,65.22174422168783,65.22174422168783
上北台,多摩都市モノレール線,1,9500000.0,9524699.460252875,24699.460252875462,0.25999431845132065,0.25999431845132065
早稲田,荒川線,1,21000000.0,21156525.808438297,156525.80843829736,0.7453609925633208,0.7453609925633208
秋川,五日市線,1,16000000.0,15440653.54950897,559346.4504910298,3.4959153155689364,-3.4959153155689364
上中里,東北線,1,25000000.0,23656499.795463253,1343500.2045367472,5.374000818146989,-5.374000818146989
千駄ヶ谷,中央線,1,54000000.0,57562057.7472464,3562057.7472463995,6.596403235641481,6.596403235641481
虎ノ門,3号線銀座線,1,140000000.0,130728972.19684084,9271027.803159162,6.622162716542259,-6.622162716542259
谷保,南武線,1,50000000.0,46618979.458450526,3381020.541549474,6.762041083098948,-6.762041083098948
荒川区役所前,荒川線,1,24000000.0,25737534.68241658,1737534.6824165806,7.239727843402418,7.239727843402418
泉体育館,多摩都市モノレール線,1,29000000.0,26431522.77992236,2568477.2200776413,8.856818000267728,-8.856818000267728
新桜台,西武有楽町線,1,13000000.0,11813206.710564714,1186793.289435286,9.129179149502201,-9.129179149502201
滝野川一丁目,荒川線,1,58000000.0,52288259.88505992,5711740.114940077,9.847827784379442,-9.847827784379442
戸越公園,大井町線,1,110000000.0,98554011.45667548,11445988.543324515,10.405444130295013,-10.405444130295013
雪が谷大塚,池上線,1,74000000.0,64833312.97340588,9166687.026594117,12.387414900802861,-12.387414900802861
東秋留,五日市線,1,9800000.0,11026319.332184484,1226319.3321844842,12.513462573311063,12.513462573311063
長沼,京王線,1,25000000.0,28454791.27503238,3454791.2750323787,13.819165100129515,13.819165100129515
六町,常磐新線,1,26000000.0,22340509.57998057,3659490.420019429,14.07496315392088,-14.07496315392088
高野,日暮里・舎人ライナー,1,17000000.0,19425935.33349088,2425935.3334908783,14.27020784406399,14.27020784406399
すずかけ台,田園都市線,1,51000000.0,43498514.49048438,7501485.509515621,14.708795116697296,-14.708795116697296
庚申塚,荒川線,1,34000000.0,39092974.30983696,5092974.309836961,14.979336205402827,14.979336205402827
小宮,八高線,1,26000000.0,30089858.997278567,4089858.9972785674,15.730226912609874,15.730226912609874
多摩センター,多摩都市モノレール線,1,55000000.0,46242285.07179194,8757714.92820806,15.923118051287382,-15.923118051287382
片倉,横浜線,1,25000000.0,20721335.61242876,4278664.387571242,17.114657550284967,-17.114657550284967
甲州街道,多摩都市モノレール線,1,28000000.0,23095841.42829652,4904158.571703479,17.514852041798136,-17.514852041798136
南新宿,小田原線,1,140000000.0,114953276.50230938,25046723.497690618,17.89051678406473,-17.89051678406473
築地市場,12号線大江戸線,1,28000000.0,22832553.34416464,5167446.65583536,18.45516662798343,-18.45516662798343
奥沢,目黒線,1,120000000.0,96762393.06463715,23237606.935362846,19.364672446135707,-19.364672446135707
国立競技場,12号線大江戸線,1,9000000.0,10784524.591971684,1784524.5919716842,19.8280510219076,19.8280510219076
世田谷代田,小田原線,1,80000000.0,63710671.10275244,16289328.89724756,20.36166112155945,-20.36166112155945
大崎広小路,池上線,1,62000000.0,48553607.74609726,13446392.25390274,21.687729441778615,-21.687729441778615
荒川一中前,荒川線,1,76000000.0,59008387.80462848,16991612.195371523,22.35738446759411,-22.35738446759411
八潮,常磐新線,1,37000000.0,28550138.93269796,8449861.06730204,22.83746234405957,-22.83746234405957
東京,東北線,1,120000000.0,90924744.27777492,29075255.722225085,24.229379768520904,-24.229379768520904
西立川,青梅線,1,10000000.0,12437028.09420904,2437028.0942090396,24.370280942090396,24.370280942090396
西太子堂,世田谷線,1,85000000.0,63989824.26797426,21010175.732025743,24.717853802383228,-24.717853802383228
